document_id,clean_text,sentiment
271,the stunts were solid and on fire! i just think that the action scenes were a bit more plentiful and less cgi because this has the making of a modern martial arts classic film  i also think that the plot is somewhat irrelevant and lacks more emotion ,Positive
272,after the big disappointment of black widow  it's safe to say i was anticipating a better outing for shang chi and thankfully i lived up the action is the films biggest plus point  it's where the best scenes are on show  the choreography is brilliant alongside its kung fu/john wick style fights the visuals are typical of a marvel film  solid as always  the film however lost its emotional resonance through its writing  the heart of a film mainly comes from the screenplay and i felt the writing was slightly lazy in parts and that heart faded it's neither a perfect nor terrible film  it's a solid one that i enjoyed  even if it was hard to truly gravitate towards the characters quote   'welcome to the circus'   wongrating   3/5 ,Positive
273,another marvel masterpiece  albeit a shift in perspective  we've seen the greek and roman mythologies come alive  now it's the asian's turn  and what a story unfolds on screen!!!a little crouching tiger  a splash of rush hour 2  and a hint of mortal kombat combined with bruce lee's kicks and akwafina's comedic timing turn this origin story into an original style for the superhero universe! might have been bad if it were in the wrong hands  but actors and director  the crew and producers  all together show their love of the story in every scene!behind every superhero is a story of loss  and it is doubly true for shang chi! his journey to redemption is littered in marvel lore  and the connections to other marvel films is as suprising as it is awesome! cannot say any more to avoid spoilers  but so much to love about this film it'll be hard to not yell some from the rooftop!,Positive
274,yeah this is a really enjoyable film  is it anything that unique or incredible   kind of  the action definitely is  the action is by far the greatest part of the movie  damn does it look sick  the choreography is excellent  the fighting is so fluid  it's so fast paced and carries momentum throughout  all that is due to the vfx which are ofc good for such a high budget film  now where i think the movie messed up a bit was the villain  the villain isn't bad per say but is just really bland and unoriginal  it actually gets really predictable towards the end  also the ending is just absolutely crazy  now don't get me wrong crazy is absolutely great for an over the top movie like this but it did take me out of the movie  the first section of the movie tho! amazing! the middle chunk   meh and the final mehwowmeh  the soundtrack is good  the side characters are stale  and the comedy is actually surprisingly good  but sometimes misplaced into serious scenes  that's about it   it's   it's good!,Positive
275,asian fighting style with western superhero movie  the fight scenes work excellently when kept grounded  which sounds strange for a superhero movie  the acting is somewhat flawed  and kicks from previous marvel movies do not work optimally either  for example  what does wong do in a battle arena?however  it will be exciting to see what the ten rings can be used for in the future under the auspices of marvel ,Positive
276,this movie was a thrill from start to finish  with emotional beats that worked every single time  there wasn't a moment in the film that i didn't think worked  to be honest the film wrapped itself up incredibly good  with no loose ends  while also teasing the future of the characters introduced in the film  there were some familiar faces in the movie  some that had been spoiled for me visuals were top notch  it was colorful  vibrant  coherent and just pure insanity at the third act it is entertaining  sad  wholesome  and extremely rewatchable  i personally loved every single second of it ,Positive
277,i thought it was just another junk chinese movie but it turned out to be not bad  i was surprised to see so many famous actors and actresses there  the topic and style are interesting  remind me some other films like they borrowed from but i can't tell which ones  some similarities but not exact copy  then i realized it's marvel movies  understandable  ending is typical marvel hero thinking  overall  not bad for a chinese version of marvel movies ,Positive
278,among the best marvel films and characters of the entire universe of movies  this is a moving and complex story that really resonated with me  the characters are all three dimensional and the performances are heartfelt  the action and martial arts choreography is among the best of the marvel films  the humor  fueled by akwafina's performance  is right on point  this film dances around the edge of the rest of the marvel universe but it is it's own sort and its own self contained world  you do not need to know this character  or have seen any other marvel movie to enjoy this one  simi liu is larger than life in the lead role  michelle yeoh  tony leung  benedict wong  fala chen  and menger zhang are terrific in the ensemble cast  many back story films are boring or wait too long to get into the action  not this one  i can't wait for a future installment ,Positive
279,one of the most beautiful marvel films as of yet  on top of that are the visual effects and the fight scenes top level  it will be interessting to see how shang chi will fit in the mcu and whem we will see him next  and btw wong is a legend  but yeah i should probably go now   ooor   ,Positive
280,some things are explained to death  other things are not explained at all  as frustrating as awkwafina and her vag  which by the end of the film i was for sure left wondering about  will she be stuck in the friend zone forever???also  our world advances every year  but we still have massive plot holes in films? nobody bothers checking this stuff? weak some scenes were quite stupid  by the end i was ready for it to be over  and no  i'm not a monster so a few things i did like here and there  mostly revolving around awkwafina  i really got a kick out of watching her character and i think she was a great addition to the film ,Positive
281,i am going to make a very bold statement  this is by far the best marvel film yet  absolutely incredible story line  great acting  funny  amazing art and trully brings asian culture to life ,Positive
282,first of all  i think people are overhyping this film a bit like they did black panther  is this the best mcu origin film ever ?? hell no !! there are atleast 3 better origin stories existing  but there's a lot of good things shang chi does that differentiates this film from the normal mcu film  the visuals are breathtakingly beautiful and unlike any mcu film i have seen  the tone of the film resembles chinese action movies more rather than mcu which is so refreshing  the first few fight scenes are just incredible and got me super hyped but the quality falls in the later scenes when it becomes a cgi monsterfest  the story is very predictable and full of narration and exposition  at its core its a very emotional family drama but the dialogues are not powerful enough to dig really deep and i craved for that in so many scenes  the performances are solid with awkwafina and ben kingsley providing great comedic relief  but the standout is tony leung  he generates such level of empathy and emotional suffering with just his eyes  he is the legend after all  overall its a really fun watch  but not as great as people are shouting it is ,Positive
283,the mcu is getting out of it's repetitive train of movies with an all new asian epic inspiring a new generation!,Positive
284,i was really hoping to like shang chi but i couldn't because of mainly three reasons: the first one is the most severe and it is the fact that i found myself very bored  especially in the last hour  i spent that time hoping that i could have the ability to skip 10 second at will like on youtube  the second problem is the fact that shang chi itself is not an interesting character as far as this movie treats him  he surely has potential and it is clear that marvel will be high on him in the future and i still have hope but in this movie i think i preferred at least four characters more than him and he is the protagonist  and finally the plot has various holes  especially regarding the ten rings as a criminal organization  the visuals and the action are good but it wasn't enough for me to like this movie ps: the mid credit scene is the best of the movie  really liked that one ,Positive
285,they include asian but not indian wow so racist this movie is marvel but bad  even though marvel is supposed to be good  it's bad since it's anti india    so disappointed   ,Negative
286,this is a low budget avatar movies with rings   i wish they did it much more better   the action martial artistry sequence at first was much better and slowly deteiorates to a slow mo fight of air bending    if the script is weak dont try to hype it up ,Positive
287,shang chi and the legend of the ten rings is the latest marvel superhero movie that stars simu liu as shang chi who is forced to confront his past after he was drawn into the ten rings organization headed by his father played by tony chiu wai leung  shang and his sister xialing played by meng'er zhang had witnessed their mother's death and work together to avenge her legacy and to protect the lands that her people came from  the plot was fun to watch with great visual effects and great supporting cast that also included awkwafina as the hero sidekick along with michelle yeoh who helps train shang the ways of his mother's unique way to defend  after all these years we now learn what happened ben kingsley and how he ended up with the organization after his encounter with iron man  overall great movie with a wonderful cast  definitely add this to your must see list ,Positive
288,"i once said after watching black panther  that it would be cool if there was an all asian cast similar to it  there were some all asian cast movies like crazy rich asian (2018)  but that is a romcom  and mulan (2020)  but that was bad  in comes shang chi which is the first asian lead superhero movie ever  the premise is ""martial arts master shang chi (simu liu) confronts the past he thought he left behind when he's drawn into the web of the mysterious ten rings organization""  so does shang chi succeed in giving us a good all asian cast big blockbuster or is it just another failed attempt?firstly  the action sequences and choreography are some of the best from marvel since captain america and the winter soldier (2014)  martial arts are the focus of the action scenes in shang chi and they are beautifully choreographed  we get the classic wire fu/floating style of crouching tiger but we also get some jackie chan style with the utilization of the environment for the action  each action scene is memorable and stunning to watch  additionally  the action scenes avoid using lots of cuts and shaky cam which i was so grateful for  it is also clear that the actors themselves rehearsed the choreography making the fights feel more believable and gratifying  it does become a more typical mcu action sequence by the third act but even that is still pretty enjoyable even if it isn't as good as the first two acts the cinematography by bill pope (matrix trilogy  spiderman 2 and 3  scott pilgrim) is also excellent in shang chi  skyscrapers and forests in marvel movies have never looked as good as it has in shang chi  bill pope and director destin use the lighting and colours very effectively and allow for some genuinely beautiful shots  the music score by joel p  west is also pretty good  joel utilizes more electronic sounds and pop/rap songs for the scenes in the city but uses more traditional asian instruments for the mystical areas  joel's score captures the scene and the pop/rap songs themselves are also quite good albeit not as memorable as the weeknd or lamar from black panther  i also love the story and exploration of ""family"" with shang chi whilst not using asian stereotypes  it also doesn't overuse humour like in marvel's previous outing  black widow (2021)  where they use jokes every couple of minutes and ruin a serious scene  shang chi thankfully avoids doing this  thus allowing the emotion of a scene to linger longer  there are still jokes though but they are genuinely quite funny furthermore  simu liu is charismatic  charming and cool as the titular character shang chi  i think marvel succeeds again in the casting department as simu liu delivers on making me believe that this guy is a top tier martial artist  i also think simu gives a good performance during the more emotional moments as well  his chemistry with awkwafina who plays shang chi's friend katy is great too  the banter between shang chi and katy is some of the funniest scenes and makes me believe that those two were friends for years  however  tony leung who plays the main villain wenwu (the real mandarin) is the one that steals the show  tony leung is just phenomenal as he can convey the exact emotions of his character just through body language alone  it is just masterful acting  my biggest worry with mcu origin movies is that the villains are lacklustre but shang chi does not fall into this  wenwu is very sympathetic but also extremely fearsome  he is also the father of shang chi which makes the conflict between them feel more meaningful and tragic  wenwu is not a straight up evil person as he does still have good in him and i like that unfortunately  shang chi suffers from having the 3 villain problem  razorfist played by florian is wenwu's henchman and he doesn't get any backstory  i don't mind him that much though as he is mostly there to chase shang chi like a 007 henchman  there is also a scene where he does seem visibly worried about wenwu's health which gives him some character depth  on the other hand  the 3rd villain death dealer who is a mysterious assassin of wenwu is a massive disappointment  he looks very cool and visibly distinct from other ten ring members and is relevant to shang chi's past but amounts to absolutely nothing moreover  there is also a 3rd hero to shang chi and katy with shang chi's sister xialing played by meng'er zhang  she doesn't get enough interactions with shang chi  katy or her father wenwu and that feels like a waste  it's a shame as her interactions with both shang chi and katy are enjoyable and she also doesn't interact with her dad wenwu which is just a missed opportunity for her character  the movie also has a pacing issue as it slows down significantly in the second act  it just featured a lot of talking  exposition and flashbacks which i felt could have been cut down by a couple of minutes overall  shang chi and the legend of the ten rings is the all asian cast movie i have been waiting for  it delivers on the action  story and characters while being an exciting new addition to the mcu  i can't wait to see more of shang chi and finally get to see an asian in the avengers team ",Positive
289,before seeing this movie  i had zero expectations  went in blind  and it became one of the best marvel movies i've seen in a long time  it's very well written  which is uncommon in disney/marvel movies; it's well directed and the actors all did a fantastic job  every single actor was good  and none made me cringe  as plenty of mcu characters usually do because they're written by bad writers i'm not a fan of awkwafina  but she was wonderful  and i actually felt emotional connections to characters  the runtime was ideal  and the entire production design was incredible  as was the cgi  which made this into an epic martial arts experience  i enjoyed this movie from start to finish because it's not a regular marvel/superhero flick  it's a real adventure  one of the few mcu movies i might rewatch once or twice very recommendable ,Positive
290,if you rarely are disappointed with marvel films  and you consider yourself a big fan of them  then you will most likely enjoy this film  it's certainly better than a few of the last installments (by a small margin)  but this film is proof to all others that there really aren't any fresh ideas anymore  and the marvel antics are getting rather boring you have good guy who is lackluster in personality  has some family issues  turns out he's a very important guy in the world  has some impressive abilities which he hones  discovers things about himself  has someone close to him betray him  has to make some big decisions  engages in climactic fight  the end these movies are so cookie cutter  all marvel is now  is predictable pomp and circumstance with flashy lights and some  not many  redeeming qualities  let's start with those first:choreography  there are some slick nasty moves in most of the fight scenes  action scenes  and entertaining fights is certainly one thing marvel rarely disappoints humor  another typical trait of a marvel film  you get some good chuckles here and there  however without awkwafina  this trait would be almost non existent  and this is coming from someone who usually doesn't care for the smarky humor of the latest generations  but she is rather funny without being too annoying and sarcastic special effects and cinematography  solid work  obviously they didn't downsize their sfx department  but compared to the bar set by previous movies in the marvel world  it's not all that impressive on to the unflattering traits:story  woof  predictable through and through  don't expect much of anything here  they could easily have held a writing competition at any average middle school for the students to write a basic action movie script  and the storyline for this film would have probably been the entry from the kid who won 3rd place characters  aside from a a select few  the characters are as flat as a pancake in a hydraulic press the humor and the action  while i mentioned this earlier as a pro  over time  it all got old towards the end  the attempts at humor starting falling short of the goal  and the action became stale it's about time to wrap up this dynasty of marvel movies and move onto something else before it starts to smell like discarded scraps of reused ideas  and accumulate maggots of banality ,Positive
291,i can only give 6/10 because its not up to expectations as the other marvel movies  the ads were good but on a real movie  its totally lost that excitement  scifi effect is not that good because this is year 2021 but it is only year 2000 standard! the story is not that nice  can be better as i see it  directorship is not up to blockbuster standard the main actors are not that very good  only tony and michelle were ok  the actor bens kingsley and his stories are all crap  lots of the martial arts were crap  unprofessional up to marvel standards the ads and the movie really dont match on the qualities ,Positive
292,it was hard to believe that destin daniel cretton directed this film  which is a complete contrast from his previous work  tony leung chiu wai was the only reason to watch this movie if you aren't a sucker for superhero movies  shang chi proves scorcese's point on marvel movies despite being surprisingly entertaining it was good to see a major blockbuster from a non usa centric point of view  shang chi's best movements are it's timed humour and martial arts fight scenes  the ending of the movie is a theme park ride with eye soaring vfx of two dragons which are supposedy fighting but we don't know it due to excess use of colour on the whole shang chi is a typical summer blockbuster which is bound to entertain all demographics but it's linear storyline and under utilisation of tony leung chiu wai's talent is a bit underwhelming ,Positive
293,"masaki kobayashi was a pacifist  the celebrated japanese filmmaker  best known for ""the human condition""  took the unusual and daring position of denouncing his country's military actions during wwii  somehow  kobayashi got ""the thick walled room"" financed  and pushed it past the censors  even though it broached the largely taboo subject of war crimes  set in an american detention center  war veterans express guilt and remorse  and most importantly  hold themselves accountable for their actions  ""shang chi and the legend of the ten rings""  directed by dustin daniel cretton  is evocative of kobayashi's ideology circumlocutorily by referencing ""kwaidan""  in particular  ""the woman of the snow""  the second in a quartet of ghost stories  which was the filmmaker's only foray into genre; the horror movie  xu wenwen(tony leung)  aka ""the mandarin""  a warmonger blessed with everlasting life  learns the whereabouts of ta lo  a village secreted away behind thick foliage  it's people know how to fight like gods  surviving the ambulatory trees that claim the xu's discovery party  he encounters li(fala chen)  the divine martial arts' most experienced practitioner  his future wife  in what can only be described as a grindhouse meet cute  whereas the mandarin harnesses his power through the ten rings  li only needs her bare hands to win the battle with relative ease  without the ten rings(nunchucks being its closest analogue)  the mandarin is no bruce lee  whose hands they say  as the legend goes  were unregistered lethal weapons  inexplicably  li falls in love with this psychopath  whose penchant for violence rivals the joker from ""kwaidan""  for starters  the filmmaker  having the advantage of cgi in his tool kit  draws out the plant life's malevolent subtext  in which its lunging movement towards the two woodcutters  caught in a terrible snowstorm  seems not only a condition of the wild winds  but an innate cognition to do them bodily harm  the trees are sitting ducks  the trees can't defend themselves from the woodcutters' axes  they're lives are dependent on the woman of the snow  a glacial apparition whose arctic breath entombs men in ice  the ""yuki onna""(keiko kishi) blows on mosaku(jun hamamura)  one of the woodcutters  as he sleeps in an abandoned hut  it's a superpower that any villain in the marvel universe would regard with a modicum of awe  the surviving woodcutter witnesses the older man's killing and expects the same ignominious end result  but when the woman gets a closer look at minokichi(tatsuya nakadai)  she is smitten  indicated by an elusive smile  and ends up citing his handsomeness and youth as reasons for her charity  clearly  the woman of the snow is lonely  her achilles heel; the ultimate cougar  who must be at least a thousand plus years his senior  in ""shang chi""  it's more clear cut that li is abdicating her duty to defend ta lo from potential marauders  choosing personal happiness over communal obligation  harder to glean  but not too hard  yuki onna also has deep seated commitments  a sort of mother nature  but militant  her job is to fend off those who wish to shorten the lives of flora and fauna; she's a warrior for the natural world  trees will fell unchallenged by the axes of future woodcutters  similar to how the tai lo villagers die in war waged by wen wu and his army  each respective woman chose love over duty; a domestic life  husband and children  over their calling to both shang chi(simu liu) and xialing(meng er zhang)  son and daughter  li bequeaths her sired ones a green emerald pendant that even through adulthood  never leave their necks; these precious gemstones handed down from their deceased mother  refashioned into bling  green  coincidence or not  is the same color as the crystal which guides young clark kent(jeff east) to the farthest reaches of the north  in richard lester's ""superman""  where the krypton based jewel initiates construction on the fortress of solitude  superman's man cave  both women  li and yuki onna inhabited fortress solitudes of their own  a village cut off from mainland china and rural japan  respectively  even superman chooses lois lane(margot kidder) over being earth's champion  when he exposes himself to the red sunlight of his home planet  which strips him of his superpowers  nobody wants to be alone  not even the man of steel  quite understandably  li  being a responsible custodian  leaves her magic back in tai lo  not even trusting her husband with god level kung fu  the ten rings  on the other hand  could be put to good use  but reappropriating the weapon into a tool to protect mankind isn't in his nature  all he can do is store them away in a desk drawer  neutralizing its awesome power  in the interim  the mandarin could be a potential superhero  but his reformation is conditional; it's contingent on romantic love  not brotherly love  there are limits to love  he can only be a retired foe to earth  not its friend  because of this  li keeps secret from her husband the purport of those emeralds  which are actually emblematic eyes of a mechanized statue  not mere heirlooms passed down from parent to child  in which its niche as performative dragon eyes radiate water held in suspension long enough to yield a map that directs the mandarin to tai lo  the mother played no favorites  whereas jor el(marlon brando) provided no duplicate green crystal for kara(helen slater)  superman's female cousin  in jeannot szwarc's ""supergirl""  ta lo is a country within a country  growing up without a mother  xialing  saddled with a father who abided by the unyielding tradition of china's patriarchal strictures put on women  she could just watch in secrecy as shang chi  training to be an assassin  fought alongside the men; a boy among men  shadowing his every move  that's china  as the forgotten daughter  waiting for her father to show up  jiang nan(michelle yeoh)  to xiangling's surprise  is informed that men and women train and fight like egalitarians  that's not china; that's a chinese utopia  shang li  previously attacked stateside  in which his cover as a underachiever is blown  when the car valet reveals himself to be bruce lee incarnate on a moving bus  to the amazement of katy(awkwafina)  his childhood friend  disposing all comers with exceptional ease  under attack again  this time in his home country  once again he faces the same gang  this time  joined by xiangling  at a fight club  an enterprise she built from scratch  it goes unsaid  to earn her father's love after leaving home as a lost sixteen year old girl  just as shang li is about to put the finishing touch on his old trainer  identifiable by a fancy yellow and black mask  the father uses the ten rings to stop shang chi  it's a strange reunion  with paternal love  mandarin admits that he put a hit on shang chi  but like a proud papa  he knew that his assassin training would  more likely than not  stave off annihilation  and is overjoyed that he was right  nothing personal  he just wanted the pendant  the same hit is put on xiangling  but in the absence of a similar heart to heart talk  the father implies an indifference to his daughter's life  the father has enough love for just one child an actor lives under their father's roof; an actor who once impersonated mandarin  as a decoy for aldrich killian(guy pearce)  a terrorist  in shane black's ""iron man 3""  trevor slattery(ben kingsley)  this time  has no role to play; his fu manchu beard is gone  he plays himself  on the surface  trevor slattery's appearance can seem contrived  because otherwise  ""shang chi"" would be a stand alone movie  untethered from the marvel universe  duly noted  by countless film theorists  no doubt  kingsley is sending up     who some believe was impersonating   in the network television series ""kung fu""  lee  however  did star in ""the green hornet""  playing kato  a sidekick to the titular star  it's ""the green hornet""(green  the same color as the emerald pendants)  not ""kung fu""  that's explicitly referenced in ""shang chi""  especially when xiangling instigates an escape from her father's compound by literally breaking down a wall  in the getaway car  slattery sits shotgun; he doesn't get to be the hero  katy drives  brother and sister  the superheroes  sit in the back like vips  slattery is the sidekick  not to the hero like kato was  but to the hero's best friend  quite pointedly  in tai lo  the film simultaneously tweaks  but also rejects the hollywood trope of    the native people fight their own battles  when razor fist(florian monteau)  whose right hand is a machete blade  fight with the villagers  he's an equal  not a savior  and also  it's the prudent choice  they have a common enemy  a demonic beast with tentacles of behemoth proportions  meanwhile  as both sides combine forces to stop this hellacious creature from being let loose into the outside world  slattery plays dead  in an act of character arc subversion  he's just a coward  whereas in ""enter the dragon""  the hero saves his country  in ""shang chi""  the hero saves the world her smile is genuine  the woman of the snow looks like a natural born domestic  the perfect wife and mother  she smiles with pride at the woodcutter's cleverness  making new sandals for her and their three children  she tries them on  it's a perfect fit  the betrayal is complete; she wears the wood from murdered trees  she returns to her sewing  and then  like something out of an inverted ""vertigo""  minokichi  seeing his wife barefoot again  perhaps  the woman of the snow comes back into the woodcutter's life  a ghost from the past  being recognized  yuki returns to the woods feeling great shame about the unspoken vow of chastity she broke by being involved with the trees' enemy  a woodcutter  it was real love  though  yuki keeps the sandals what about li? did she really love the mandarin  or did she love mankind  marrying him to protect earth from the awesome power of the ten rings ",Positive
294,"i'm honestly conflicted rating this film  on one side  disney introduced chinese culture and myths to the world; on another side  this is like watching amateur 70s wu xia (check wikipedia) in disney's gigantic budget  which means bad story   big action   expensive special effects   expensive experienced supporting actors   new comer hero  the result is still a bad big budget movie that solely rely on ""marvel"" brand and disney's money to conquer china's box office the story is poorly written and not even try to be more creative  i would prefer to see this as a 6 to 10 1 hour limited tv series to further develop the characters  as it is  the burden went to tony leung too much without even giving his character room to grow  so yes  i agree this was disney and marvel 1st co experimental film together (disney's first was mulan which at least a little better looks like mcu is currently a money mining exploitation using marvel brand and disney ",Positive
295,my brain it trembles i could not fathom such excitement and follow up it was too much  my senses are on fire right now  the story line fits in well too well and will continue with the avengers marvel studio sure does know how to keep it's fan rooting for more marvelous stuff and shang ohh that guy was impressive to the very end his sister the new boss was also awesome in fact this movie is on an awesome level of entertainment  gosh so high right now the movie is too much ,Positive
296,the plot was averagely old hat and covered ground that has been well trodden before  the film relied far to much on cgi which imo which detracted from the film  not the best marvel film ,Positive
297,"a marvel legend has risen and it only took 40 years to become an overnight sensation ""kim's convenience"" star simu liu breathes life into the title character who's changed his birth name to shaun what a stretch when you don't want to be found by your estranged dad  xu wenwu otherwise known as the mandarin  played by tony chiu wai leung (in his first american film) who has more rings than ringo starr or the olympics what can i say this guy loves his bling rapper/actor awkwafina is his bff  katy together shaun goes out of his way to avoid bringing back the dead with his wisecracking ""crazy rich asian"" girlfriend in tow simu was so intent of getting this gig that back in 2018 he tweeted marvel for the role kung fu fans are in for a solid 2 hour plus fight spectacular  which doesn't stop too long to draw breath this movie never gets boring it's action  adventure and fantasy all rolled into one thrill ride straight out of the marvel universe i kind of half expected 80's singer  limahl to crank out ""never ending story"" in the final act of this epic movie thanks to one of the legendary creatures hiding out in a mythical village not unlike shangri la from 1937's classic ""lost horizon"" car maker bmw clearly have a product placement deal with producer  kevin feige they are driven  crushed or smashed in every automobile scene hawaiian director  destiny daniel cretton  best known for ""just mercy"" and ""the glass castle"" does a marvellous job with the screen play and screen story he helped write based on the source material from marvel comics steve engelhart and jim starlin this movie idea has been floating around since the 80's when the late stan lee wanted bruce lee's son  brandon to play the lead  but that plan fell through australia actually played a huge part in this movie finally being produced despite world war c's best attempt in 2020 to shut down production watch out for: michelle yeoh plus aussies ronnie chieng  lynette curran and lydia sarks (from the toyota commercials) as the hilarious flight attendant like all good marvel movies there is an easter egg worth waiting for before the cinema lights come on and the curtains close on the big screen and just like the movie this review doesn't mention the title till the final frame  ""shang chi and the legend of the ten rings"" do yourself a favour and take the family to see the 25th film in the marvel cinematic universe which is full of surprises and cameos mcu's first with an asian leading superhero protagonist!",Positive
298,"great action film that probably has the most tenuous links to the greater marvel universe than any film before it i guess this is just a glimpse into the eastern aimed branch of the marvel monster no real mention to the blip other than a glimpse of a poster on a wall in san francisco at the start of the movie
but apart from being a little flat on a plot line this is a great action movie and would stand alone without the backing of the behemoth franchise ",Positive
299,one of the real standouts for me in the movie was the fights scenes  the mcu is not really known for having interesting fight scenes and really most of them are just bland and cliché but shang chi brought something new and i loved it  every single fight scene was so well done and paced super well and destin daniel cretton  who directed this  did an amazing job directing the fight scenes in this movie  the fight scenes in this movie were probably the best part especially since you can tell that all of the actors in this movie  especially simu liu  did most of the stunt work themselves  it's also insane to think that other than this movie simu liu has only really acted in one other thing but you could barely tell  he played shang chi so well and brought so much emotion that everybody can easily relate to and love him  honestly  everybody did an amazing job acting in this movie and i have to say i was skeptical with awkwafina  who plays katy  but she proved me wrong  but for me  the real scene stealer was tony chiu wai leung  who plays xu wenwu  as the villain  the villains in marvel movies are mediocre at best but he decided to change that with this movie  xu wenwu was such an intriguing villain that the audience can easily sympathize with and relate to him  the cinematography in this movie is gorgeous to look at and you can see the detail that was put into it  depending on where the movie is at the lighting reflects that area  i will say though is that this movie has a bit of slower pacing that at times does work in its favour but in other parts  i very much was wanting the movie to hurry up  in the end  shang chi is such a heartfelt marvel movie that does have some issues but is still enjoyable ,Positive
300,"i had some high expectations to this movie and i was really excited with the fact that this was the first marvel movie with it's majority of the cast being asian  which shouldn't be a surprise given the story context but unfortunately from the standards that american cinema have set in the past  it is  and even better  include some non english dialogue to make things more authentic  i do hope they continue to make more diverse adaptions from comics since the world of entertainment will for sure thrive on this!the movie as some fantastic fighting sequences  high praise for the stunt team  the fighting scenes are indeed a delight to watch and at the beginning the story is engaging  with some fun cameos throughout however as the story unfolds things start to take a different turn the first thing that threw me off was the visual effects  i mean the fighting sequence on the bus was a very promising one  starting off great but then it just became weird and i had the exact same feeling when watching the black widow   how does a 100 plus million dollar movie has cgi this crappy? the standards i got used to from a marvel perspective are way higher than the floppy cgi shown in a lot of the scenes  some worst than others yet i couldn't get pass that then the story and its pace    i mention this in most marvel movies  i am of course aware these are purse fantasy  but with all the connection made between the super heroes now  it's impossible not to compare them since they are living in the ""same universe""  for shang chi the fantasy becomes obvious from start  which was fine  however things escalate  to the point where on the third act it seems i am no longer seeing a marvel movie but rather a kid's adaption to a tale that takes place somewhere in ancient asia it's fun but it seems that i watched 2 different stories under the same movie and the pace is just too fast  all of the characters who led fairly normal lives (specially the supporting character) absorb all of this magical new world as if it was ""another regular day"" i didn't feel much engagement to the main character  although the storyline was somehow interesting there's a lack of charisma in most actors (with some exceptions from the villain and from the aunt without giving much spoilers) once again i am all up that they continue to make diverse movies but this one didn't work for me ",Positive
301,first thing first is the cast in shang chi is excellent  every performance is great and the chemistry between shang and katie is excellent  i am so glad the movie did not create a forced love interest plot between the two friends  a few of the action sequences are good and better than what we received in black widow  the bus fight scene in the first third of the movie in particular is a standout 45 minutes into the movie when shang chi is reunited with his father i was bored beyond belief until the last act of the movie  the film switches gears and continuously dumps exposition on the audience  everything from here becomes the predictable hero needs to accept his true self story we have seen a million times  which is a shame because the first act of the movie seemed so fresh from what we typically get with mcu movies  the fight in the last act  while entertaining  are the typical cgi mess found in marvel movies  the one on one between shang and his father was genuinely emotional  but once you add all the cgi dragons/monsters it becomes a mind numbing bore another thing that bothers me is the character development  excellent performances aside none of the characters go through any deep growth  the story plays out exactly how you would expect with training montages  green screen vistas and humor ruining any moments of tension  for example  katie seems to be unnecessarily dragged into everything  learns archery in a few hours  survives a vicious battle and hits the monster right in the neck from who knows how far away  it makes my eyes roll into the back of my head thinking about it  the same thing can be said about shang's sister  the heart wrenching conflict between her and shang is quickly resolved and there is no character development for her  it's all nonsense and i need a little more substance with my flashy action all my gripes aside i was entertained in spurts watching shang chi because of the chemistry between it's stars and some decent action scenes  which makes it all the more frustrating that is falls into the typical mcu formula after it's first act  marvel take some freaking risks with your story telling please!,Positive
302,"visually  one of the most beautiful movies in mcu  more than that  one of the best solo super hero movies in mcu  a grand feat for a debut  even more so without other superheroes like ""crutch""  the performances make justice for the script  showing us that end game  contrary to what was believed  wasn't the end of marvel era  the phase 4 promises be even greater than others  this quality can be easily compared to black panter and captain america and the winter soldier level engaging and with the right dose between comedy and battle  the film has impressive fight choreographies the credit scenes make connection between the shang chi story to the mcu in a curious way  can't wait to see what feige is planning for the future ",Positive
303,we watched the film on disney+ and it blew our minds away  i like the cast  simu liu is awesome as shang chi and he nails every action sequence  awkwafina is hilarious and she saves the film with all the humor parts but the action and fight sequences are perfect  michelle yeoh is great in the film and i've seen her in films like tomorrow never dies and the mummy: tomb of the dragon emperor  the special effects are beautiful to see and this what makes the mcu very cool  i've seen martial art films from bruce lee  jackie chan  jet li and donnie yen  i love martial art films and superhero films  all two types of films combined into one ,Positive
304,the special effects in a fantasy movie are all  it seems to see shaolin soccer where at least the drama  director  and actors well knew to build a hilarious comedy the effects here are tragi comic and at a very childish level i fell asleep 2 3 times despite a huge surround system with 7 1 audio channels at max power ,Positive
305,a simple yet surprisingly decent marvel flick that pays tribute to chinese culture authentically with western twists  as an asian  the most wondrous part of shang chi's cinematic journey is the inclusion of chinese mythical creatures created with world class cg  the action scenes are also reminiscent of the top hong kong martial arts movies  you have to remember that this is a marvel studios movie  so do temper your expectation for the storyline a little  its more style over substance  my biggest gripe is the casting  we've been waiting to see asian super heroes on a global stage  i just find it hard to believe that it is liu simu who has very little charisma  and seems way out of his league for this big of a role  awkwafina provides great comedy relief  and is a fantastic addition to the marvel universe  i also find it unfair for the asian community that she is built to be the love interest  is it this difficult to sexualize asians in hollywood?,Positive
